traceroute,to,yandex.ru,"(5.255.255.70),",30,hops,"max,",60,byte,"packets
"
,1,,139.222.0.1,,0.802,,,3.804,,,3.712,"
"
,2,,10.0.0.1,,6.028,,,10.604,,,24.681,"
"
,3,,193.62.92.124,,0.783,,,0.688,,,1.249,"
"
,4,,*,*,"*
"
,5,,193.62.92.70,,1.241,,,1.155,,,1.062,"
"
,6,,146.97.130.237,,5.470,,,5.980,,,5.892,"
"
,7,,146.97.35.217,,5.686,,,5.731,,,5.729,"
"
,8,,146.97.33.61,,7.674,,,7.506,,,5.933,"
"
,9,,146.97.35.194,,5.803,,,5.645,,,13.938,"
"
10,,62.115.175.106,,13.846,,,13.758,,,13.670,"
"
11,,62.115.138.168,,13.591,,,13.500,,,13.406,"
"
12,,*,*,62.115.122.160,,18.968,"
"
13,,62.115.134.95,,34.753,,62.115.127.23,,28.714,,62.115.134.95,,34.995,"
"
14,,62.115.123.27,,41.692,,62.115.123.203,,38.301,,62.115.123.27,,42.183,"
"
15,,213.248.90.187,,38.085,,,37.150,,,34.519,"
"
16,,*,*,"*
"
17,,*,*,5.255.255.70,,56.374,"
"
traceroute,to,yandex.ru,"(5.255.255.77),",30,hops,"max,",60,byte,"packets
"
,1,,139.222.0.1,,1.323,,,1.439,,,1.350,"
"
,2,,10.0.0.1,,3.840,,,8.574,,,11.873,"
"
,3,,193.62.92.124,,0.819,,,0.737,,,0.654,"
"
,4,,*,*,"*
"
,5,,193.62.92.70,,1.295,,,1.279,,,1.121,"
"
,6,,146.97.130.237,,5.589,,,6.336,,,6.244,"
"
,7,,146.97.35.217,,6.160,,,6.082,,,5.944,"
"
,8,,146.97.33.61,,5.865,,,6.040,,,5.940,"
"
,9,,146.97.35.194,,64.308,,,64.221,,,64.120,"
"
10,,62.115.175.106,,5.580,,,5.484,,,5.429,"
"
11,,*,62.115.138.168,,65.004,,"*
"
12,,*,80.91.249.11,,78.498,,,79.109,"
"
13,,62.115.134.95,,96.304,,,96.427,,,96.342,"
"
14,,62.115.123.203,,96.784,,62.115.123.27,,102.338,,,102.239,"
"
15,,213.248.90.187,,95.017,,,93.190,,,89.809,"
"
16,,93.158.160.117,,113.287,,,113.886,,"*
"
17,,5.255.255.77,,115.516,,*,,119.564,"
"
traceroute,to,yandex.ru,"(77.88.55.88),",30,hops,"max,",60,byte,"packets
"
,1,,139.222.0.1,,1.806,,,0.942,,,1.620,"
"
,2,,10.0.0.1,,3.671,,*,"*
"
,3,,193.62.92.124,,0.929,,,0.843,,,0.755,"
"
,4,,*,*,"*
"
,5,,193.62.92.70,,0.986,,,0.980,,,0.946,"
"
,6,,146.97.130.237,,5.689,,,5.697,,,5.606,"
"
,7,,146.97.35.217,,5.347,,,5.384,,,5.461,"
"
,8,,146.97.33.61,,5.635,,,5.722,,,6.584,"
"
,9,,146.97.35.194,,6.481,,,6.382,,,6.297,"
"
10,,*,*,"*
"
11,,62.115.138.168,,6.819,,*,"*
"
12,,*,*,80.91.249.11,,19.858,"
"
13,,62.115.127.23,,28.561,,,28.620,,,29.392,"
"
14,,62.115.123.27,,42.463,,62.115.123.203,,38.800,,62.115.123.27,,42.072,"
"
15,,213.248.90.187,,37.736,,,34.794,,,38.481,"
"
16,,*,*,87.250.239.81,,57.718,"
"
17,,*,*,"*
"
18,,77.88.55.88,,55.451,,,55.853,,,59.330,"
"
traceroute,to,yandex.ru,"(77.88.55.60),",30,hops,"max,",60,byte,"packets
"
,1,,139.222.0.1,,1.195,,,1.468,,,1.298,"
"
,2,,10.0.0.1,,5.648,,,13.488,,,16.715,"
"
,3,,193.62.92.124,,0.915,,,0.987,,,0.826,"
"
,4,,*,*,"*
"
,5,,193.62.92.70,,1.194,,,0.978,,,1.311,"
"
,6,,146.97.130.237,,5.804,,,5.797,,,5.647,"
"
,7,,146.97.35.217,,5.894,,,5.706,,,5.573,"
"
,8,,146.97.33.61,,5.823,,,5.681,,,5.891,"
"
,9,,146.97.35.194,,5.764,,,5.632,,,5.697,"
"
10,,62.115.175.106,,5.599,,,5.566,,,5.536,"
"
11,,*,62.115.138.168,,6.930,,62.115.141.246,,6.517,"
"
12,,80.91.249.11,,19.887,,*,,20.385,"
"
13,,62.115.127.23,,28.832,,,28.373,,62.115.134.95,,34.530,"
"
14,,62.115.123.27,,41.438,,,42.346,,62.115.123.203,,38.824,"
"
15,,213.248.90.187,,37.804,,,34.132,,,37.473,"
"
16,,*,*,87.250.239.185,,68.383,"
"
17,,*,*,"*
"
18,,77.88.55.60,,56.728,,,59.895,,,56.748,"
